永続的識別子,タイトル,著者,出版者,出版日（W3CDTF）,商品番号,歴史的音源ジャンル,公開範囲,権利区分
info:ndljp/pid/1324341,弘道館賞梅花／富士山,徳川　景山[作詞],ビクター,1939-01,J-54465,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/3568991,吹奏楽：軍艦行進曲,瀬戸口　藤吉[作曲],コロムビア,1952-02,A1337,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/1324339,天保九如,山田　積善,ビクター,1939-01,J-54465,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1324333,謾言／与諸生見月,佐藤　一斉[作詞],ビクター,1937-09,J-54112,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1324334,題客舎壁／佐夜中山懐母,雲井　龍雄[作詞],ビクター,1937-09,J-54112,文学作品の朗読、解説,インターネット公開,保護期間満了
info:ndljp/pid/1314903,常盤津；羽衣（一）,（三世）河竹　新七[作詞],コロムビア（戦前）,1931-01,35132,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1326925,艦上日記,武内　俊子[作詞],キングレコード,1943-03,77012,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1314947,獨唱：からたちの花,北原　白秋[作詞],コロムビア（戦前）,1928,25167,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314946,獨唱：子守唄,（原詞：PD）[作詞],コロムビア（戦前）,1928,25167,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314931,日本よい国,中央教化團体聯合會[作詞],コロムビア（戦前）,1943-07,32022,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1326916,支那の空・支那の水,佐藤　惣之助[作詞],キングレコード,1943-10,と315,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1326912,島の船出,久保田　宵二[作詞],キングレコード,1941-05,57027,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1326905,広東の花売娘,佐藤　惣之助[作詞],キングレコード,1940-01,40005,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1326907,南京の花売娘,佐藤　惣之助[作詞],キングレコード,1940-05,47001,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1326902,今日も勝ったぞ,佐藤　惣之助[作詞],キングレコード,1939-09,30103,劇音楽,インターネット公開,保護期間満了
info:ndljp/pid/3578389,群馬縣　草津節,草津温泉組合有志,コロムビア（ＮＨＫ）,1941-06,民-92,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/1314929,藤田東湖の歌,佐藤　惣之助[作詞],コロムビア（戦前）,1942-01,32020,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1314925,国民歌謡：国に誓う,野口　米次郎[作詞],コロムビア（戦前）,1939-04,33613,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/1314924,合唱：うるわしの朝,武内　俊子[作詞],コロムビア（戦前）,1940-04,33700,声楽（合唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314915,国民歌謡：旅人,三好　達治[作詞],コロムビア（戦前）,1939-03,33612,歌謡曲、流行歌、シャンソン、ジャズソング,インターネット公開,保護期間満了
info:ndljp/pid/8267476,落語：浮世風呂（上）,四代目　古今亭　志ん生,ニッポノホン,,3679,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314699,常盤津：将門（忍夜恋曲者）（四）,常盤津　松尾太夫,ニッポノホン,1929-01,50057,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314697,常盤津：将門（忍夜恋曲者）（三）,常盤津　松尾太夫,ニッポノホン,1929-01,50057,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314695,常盤津：'將門（忍夜戀曲者）（一）,常盤津　松尾太夫,ニッポノホン,1929-01,50056,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314696,常盤津：'將門（忍夜戀曲者）（ニ）,常盤津　松尾太夫,ニッポノホン,1929-01,50056,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314686,箏曲；黒髪（下）,今井　慶松,ニッポノホン,1931-05,17787,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1314685,箏曲；黒髪（上）,今井　慶松,ニッポノホン,1931-05,17787,筝曲,インターネット公開,保護期間満了
info:ndljp/pid/1324001,日章旗の下に｛下=もと｝,佐藤　春夫[作詞],ビクター,1938-03,J-54300,民謡、国民音楽（日本）,インターネット公開,保護期間満了
info:ndljp/pid/8267454,吹奏樂　臺灣民謠による舞踊曲,須賀田　礒太郎[作曲],ニッチク,,AK-636,器楽（クラシック以外）,インターネット公開,保護期間満了
info:ndljp/pid/1314670,謡曲；勧進帳（下）,松本　長,ニッポノホン,1930-09,17618,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/2916874,小鳥の歌,宮城　道雄[作曲],ビクター,1948-07,V-40109,邦楽,インターネット公開,保護期間満了
info:ndljp/pid/8267496,獨唱　砂山,北原　白秋[作詞],Columbia,,B260,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/1314622,義太夫；御所桜堀川夜討（弁慶上使の段）（八）,竹本　錣太夫,ニッポノホン,,17322,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314620,義太夫；御所桜堀川夜討（弁慶上使の段）（七）,竹本　錣太夫,ニッポノホン,,17322,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314621,義太夫；阿波鳴門（三）,豊竹　呂昇,ニッポノホン,,17347,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314628,義太夫；阿波鳴門（ニ）,豊竹　呂昇,ニッポノホン,,17346,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314629,義太夫；阿波鳴門（四）,豊竹　呂昇,ニッポノホン,,17347,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314627,義太夫；阿波鳴門（一）,豊竹　呂昇,ニッポノホン,,17346,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3576298,（音楽鑑賞教育）管弦楽：ラ・パロマ,イラディエル[作曲],コロムビア（戦前）,1932-05,90513,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1314619,義太夫；御所桜堀川夜討（弁慶上使の段）（六）,竹本　錣太夫,ニッポノホン,,17321,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314617,義太夫；御所桜堀川夜討（弁慶上使の段）（四）,竹本　錣太夫,ニッポノホン,,17320,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314618,義太夫；御所桜堀川夜討（弁慶上使の段）（五）,竹本　錣太夫,ニッポノホン,,17321,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3576290,（音楽鑑賞教育）管弦楽：歌劇「ウィリアム・テル」序曲の黎明,ロッシーニ[作曲],コロムビア（戦前）,1932-05,90508,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1314615,義太夫；御所桜堀川夜討（弁慶上使の段）（ニ）,竹本　錣太夫,ニッポノホン,,17319,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314616,義太夫；御所桜堀川夜討（弁慶上使の段）（三）,竹本　錣太夫,ニッポノホン,,17320,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3576291,（音楽鑑賞教育）八重奏：トロイメライ,シューマン[作曲],コロムビア（戦前）,1932-05,90509,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1314614,義太夫；御所桜堀川夜討（弁慶上使の段）（一）,竹本　錣太夫,ニッポノホン,,17319,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314601,義太夫；三十三間堂棟由来（上）,豊竹　呂昇,ニッポノホン,,17280,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3576285,（音楽鑑賞教育）独奏：「この道」を主題とする更衣曲,山田　耕筰[作曲],コロムビア（戦前）,1932-05,90505,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/3576287,（音楽鑑賞教育）吹奏楽：森の鍛冶屋,ミカエリス[作曲],コロムビア（戦前）,1932-05,90506,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/3576289,（音楽鑑賞教育）管弦楽：水碧きダニューブの流れ,J．シュトラウス[作曲],コロムビア（戦前）,1932-05,90508,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1314602,義太夫；三十三間堂棟由来（下）,豊竹　呂昇,ニッポノホン,,17280,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3576279,（音楽鑑賞教育）八重奏：金婚式,マリー[作曲],コロムビア（戦前）,1932-05,90501,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/3576277,（音楽鑑賞教育）八重奏：モーメント・ミュージカル,シューベルト[作曲],コロムビア（戦前）,1932-05,90500,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/1314664,落語；不精床屋(上),林家　正蔵,ニッポノホン,1930-06,17556,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314665,落語；不精床屋(下),林家　正蔵,ニッポノホン,1930-06,17556,落語,インターネット公開,保護期間満了
info:ndljp/pid/1314669,謡曲；勧進帳（上）,松本　長,ニッポノホン,1930-09,17618,能楽、狂言、謡曲,インターネット公開,保護期間満了
info:ndljp/pid/1314655,義太夫；呂昇さわり集　新口村（下）,豊竹　呂昇,ニッポノホン,1930-04,17493,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314654,義太夫；呂昇さわり集　新口村（上）,豊竹　呂昇,ニッポノホン,1930-04,17493,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314644,義太夫；壷坂（一）,竹本　錣太夫,ニッポノホン,1930-02,17445,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314645,義太夫；壷坂（ニ）,竹本　錣太夫,ニッポノホン,1930-02,17445,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314646,義太夫；壷坂（三）,竹本　錣太夫,ニッポノホン,1930-02,17446,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314647,義太夫；壷坂（四）,竹本　錣太夫,ニッポノホン,1930-02,17446,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314634,義太夫；二十四孝（十種香の段）（上）,豊竹　呂昇,ニッポノホン,,17393,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/1314635,義太夫；二十四孝（十種香の段）（下）,豊竹　呂昇,ニッポノホン,,17393,三味線楽（浄瑠璃）,インターネット公開,保護期間満了
info:ndljp/pid/3578921,大日本国民体操,橋本　国彦[作曲],ビクター,1941-04,A-3056,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/3578920,大日本厚生体操,橋本　国彦[作曲],ビクター,1941-04,A-3056,教育・児童,インターネット公開,保護期間満了
info:ndljp/pid/8267524,獨唱　新子守唄,清水　都代三[作詞],Columbia,,16748,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/8267526,落語：浮世風呂（下）,四代目　古今亭　志ん生,ニッポノホン,,3679,落語,インターネット公開,保護期間満了
info:ndljp/pid/8267550,獨唱　歌劇「トスカ」より　歌に生き戀に生き,三浦　環[作詞],Columbia,,B22,声楽（独唱）,インターネット公開,保護期間満了
info:ndljp/pid/8267564,明治天皇御製謹唱　道・玉,信時　潔[作曲],Columbia,,204178,声楽（合唱）,インターネット公開,保護期間満了
